name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;vi_config;best_obj;rpd
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.31;9;0;1;0;100;1203.22;0;2054;1-29,38;1200.96;0.0018818278710364966
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.05;9;0;0;1;100;Inf;0;2087;1-29,39;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.09;9;0;0;1;100;Inf;0;1581;1-29,40;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.03;9;0;0;1;100;Inf;0;2049;1-29,41;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.12;9;0;1;0;100;1268.42;0;2615;1-29,42;1200.96;0.0561717292832401
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.19;9;0;0;1;100;Inf;0;1363;1-29,43;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;0;1;100;Inf;0;1799;1-29,44;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;1;0;100;1251.1;0;1894;1-29,45;1200.96;0.04174993338662393
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;0;1;100;Inf;0;1531;1-29,46;1200.96;1
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;52.23;713.97;341.04;215676;1-29,35-45;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;257.15;2;1;0;0;0;713.97;713.97;185529;1-29,35-44,46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;234.83;2;1;0;0;0;713.97;713.97;173118;1-29,35-43,45-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;268.67;2;1;0;0;0;713.97;713.97;183868;1-29,35-42,44-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;279.33;2;1;0;0;0;713.97;713.97;184879;1-29,35-41,43-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.03;9;0;1;0;12.92;713.97;621.73;310889;1-29,35-40,42-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;261.57;2;1;0;0;0;713.97;713.97;185200;1-29,35-39,41-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;264.61;2;1;0;0;0;713.97;713.97;178568;1-29,35-38,40-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;460.56;2;1;0;0;0;713.97;713.97;213674;1-29,35-37,39-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;295.71;2;1;0;0;0;713.97;713.97;206998;1-29,35-36,38-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;271.68;2;1;0;0;0;713.97;713.97;185445;1-29,35,37-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;276.84;2;1;0;0;0;713.97;713.97;194794;1-29,36-46;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;7.49;715.97;662.36;310698;1-29,35-46;713.97;0.0028012381472610893
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;24.73;713.97;537.38;176204;1-29;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.05;9;0;1;0;52.38;716.2;341.04;132402;1-29,35;713.97;0.00312338053419614
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;41.24;713.97;419.51;150593;1-29,36;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.05;9;0;1;0;52.04;716.2;343.48;121148;1-29,37;713.97;0.00312338053419614
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.01;9;0;1;0;52.51;718.11;341.04;124258;1-29,38;713.97;0.005798562964830435
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.01;9;0;1;0;36.55;715.57;454.03;157279;1-29,39;713.97;0.0022409905178089034
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;212.2;2;1;0;0;0;713.97;713.97;54195;1-29,40;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;459.4;2;1;0;0;0;713.97;713.97;109718;1-29,41;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;37.99;714.53;443.09;163491;1-29,42;713.97;7.843466812330285e-4
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;600.02;9;0;1;0;35.71;716.2;460.48;155018;1-29,43;713.97;0.00312338053419614
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;307.88;2;1;0;0;0;713.97;713.97;96929;1-29,44;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;357;2;1;0;0;0;713.97;713.97;111698;1-29,45;713.97;0
lr210;06R_06V_04F_03M;t2;lr210_t2_06R_06V_04F_03M;283.38;2;1;0;0;0;713.97;713.97;104754;1-29,46;713.97;0
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.28;558.65;48.71;16603;1-29,35-45;544.41;0.02615675685604601
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.15;552.06;48.87;17336;1-29,35-44,46;544.41;0.014051909406513432
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.05;9;0;1;0;91.31;564.18;49.05;17270;1-29,35-43,45-46;544.41;0.03631454234859753
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;100;560.34;0;16288;1-29,35-42,44-46;544.41;0.029261034881798764
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;99.54;551.33;2.55;11964;1-29,35-41,43-46;544.41;0.012711008247460688
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;100;557.75;0;13967;1-29,35-40,42-46;544.41;0.024503591043515058
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;89.66;555.9;57.46;27334;1-29,35-39,41-46;544.41;0.02110541687331241
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;100;563.58;0;17981;1-29,35-38,40-46;544.41;0.03521243180691037
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.32;554.61;48.12;14547;1-29,35-37,39-46;544.41;0.018735879208684716
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.3;551.79;48;16046;1-29,35-36,38-46;544.41;0.013555959662754167
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.06;9;0;1;0;90.81;552.06;50.71;15959;1-29,35,37-46;544.41;0.014051909406513432
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;88.74;555.4;62.52;18266;1-29,36-46;544.41;0.020186991421906303
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.05;546.1;54.32;15395;1-29,35-46;544.41;0.00310427802575275
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.04;9;0;1;0;91.03;552.38;49.55;8393;1-29;544.41;0.014639701695413435
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.4;565.93;54.32;7600;1-29,35;544.41;0.039529031428518914
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.02;544.41;54.32;9040;1-29,36;544.41;0
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.51;565.04;48;7385;1-29,37;544.41;0.037894234125016066
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;88.27;552.72;64.83;13199;1-29,38;544.41;0.015264231002369648
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.09;562.53;50.12;9152;1-29,39;544.41;0.03328373835895741
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.09;558.64;49.78;7637;1-29,40;544.41;0.026138388347017906
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;90.42;559.44;53.6;9027;1-29,41;544.41;0.027607869069267807
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;91.46;566.65;48.4;9050;1-29,42;544.41;0.04085156407854376
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.48;562.86;53.6;11313;1-29,43;544.41;0.03388989915688552
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.56;568.41;48;7968;1-29,44;544.41;0.044084421667493254
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.03;9;0;1;0;91.44;562.27;48.15;9723;1-29,45;544.41;0.03280615712422626
lr108;08R_08V_04I_04M;t1;lr108_t1_08R_08V_04I_04M;600.02;9;0;1;0;90.64;557.11;52.15;9910;1-29,46;544.41;0.023328006465715263
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.11;9;0;1;0;100;990.27;0;2062;1-29,35-45;985.16;0.005186974704616523
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.08;9;0;1;0;100;1118.73;0;2348;1-29,35-44,46;985.16;0.1355820374355435
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.08;9;0;1;0;100;1008.68;0;1992;1-29,35-43,45-46;985.16;0.023874294530837614
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.08;9;0;1;0;91.27;1012.52;88.44;1988;1-29,35-42,44-46;985.16;0.02777213853587236
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;1;0;96.29;1131.95;41.98;2114;1-29,35-41,43-46;985.16;0.14900117747370994
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.06;9;0;1;0;100;1028.59;0;1927;1-29,35-40,42-46;985.16;0.04408420967152539
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.05;9;0;1;0;99.3;1240.56;8.68;1992;1-29,35-39,41-46;985.16;0.2592472288765277
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.06;9;0;1;0;89.22;1073.35;115.71;2040;1-29,35-38,40-46;985.16;0.08951845385521127
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.05;9;0;1;0;100;985.16;0;2046;1-29,35-37,39-46;985.16;0
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.05;9;0;1;0;100;992.76;0;1952;1-29,35-36,38-46;985.16;0.00771448292663123
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.21;9;0;1;0;100;1085.89;0;2069;1-29,35,37-46;985.16;0.10224735068415297
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.16;9;0;1;0;100;1080.23;0;2264;1-29,36-46;985.16;0.09650209103089859
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.05;9;0;1;0;100;1057.6;0;2031;1-29,35-46;985.16;0.07353120305331108
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;2271;1-29;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.33;9;0;0;1;100;Inf;0;2103;1-29,35;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;1819;1-29,36;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;2027;1-29,37;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.08;9;0;0;1;100;Inf;88.44;2209;1-29,38;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;1899;1-29,39;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.07;9;0;0;1;100;Inf;0;2024;1-29,40;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.3;9;0;0;1;100;Inf;0;2173;1-29,41;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;2558;1-29,42;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.04;9;0;0;1;100;Inf;0;1903;1-29,43;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.03;9;0;0;1;100;Inf;0;2129;1-29,44;985.16;1
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.05;9;0;1;0;100;1150.56;0;2139;1-29,45;985.16;0.1678915100085265
lr108;12R_12V_04I_04M;t1;lr108_t1_12R_12V_04I_04M;600.03;9;0;0;1;100;Inf;0;2021;1-29,46;985.16;1
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.61;2;1;0;0;0;661.95;661.95;16974;1-29,35-45;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.46;2;1;0;0;0;661.95;661.95;14424;1-29,35-44,46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.39;2;1;0;0;0;661.95;661.95;15094;1-29,35-43,45-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.6;2;1;0;0;0;661.95;661.95;7347;1-29,35-42,44-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.37;2;1;0;0;0;661.95;661.95;15517;1-29,35-41,43-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.85;2;1;0;0;0;661.95;661.95;13120;1-29,35-40,42-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.91;2;1;0;0;0;661.95;661.95;13035;1-29,35-39,41-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.49;2;1;0;0;0;661.95;661.95;15678;1-29,35-38,40-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.65;2;1;0;0;0;661.95;661.95;7275;1-29,35-37,39-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.91;2;1;0;0;0;661.95;661.95;13035;1-29,35-36,38-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.55;2;1;0;0;0;661.95;661.95;16125;1-29,35,37-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.68;2;1;0;0;0;661.95;661.95;8526;1-29,36-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.98;2;1;0;0;0;661.95;661.95;13035;1-29,35-46;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.75;2;1;0;0;0;661.95;661.95;10473;1-29;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.88;2;1;0;0;0;661.95;661.95;13028;1-29,35;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.67;2;1;0;0;0;661.95;661.95;7940;1-29,36;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.72;2;1;0;0;0;661.95;661.95;10473;1-29,37;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.11;2;1;0;0;0;661.95;661.95;15557;1-29,38;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.18;2;1;0;0;0;661.95;661.95;14512;1-29,39;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.73;2;1;0;0;0;661.95;661.95;10473;1-29,40;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.3;2;1;0;0;0;661.95;661.95;18297;1-29,41;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;2.12;2;1;0;0;0;661.95;661.95;19762;1-29,42;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.51;2;1;0;0;0;661.95;661.95;3724;1-29,43;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.54;2;1;0;0;0;661.95;661.95;5070;1-29,44;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;1.02;2;1;0;0;0;661.95;661.95;14481;1-29,45;661.95;0
lr109;06R_06V_02I_04M;t1;lr109_t1_06R_06V_02I_04M;0.46;2;1;0;0;0;661.95;661.95;3112;1-29,46;661.95;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;73.58;668.92;176.71;224694;1-29,35-45;666.52;0.0036007921742783073
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.75;666.52;168.33;193382;1-29,35-44,46;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;69.76;666.52;201.56;238608;1-29,35-43,45-46;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;80.74;677.94;130.58;200882;1-29,35-42,44-46;666.52;0.01713376942927455
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;71.34;680.71;195.07;115923;1-29,35-41,43-46;666.52;0.021289683730420776
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.25;677.34;174.42;202921;1-29,35-40,42-46;666.52;0.016233571385704932
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;73.98;670.14;174.35;183132;1-29,35-39,41-46;666.52;0.005431194862869838
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;78.4;667.74;144.23;182547;1-29,35-38,40-46;666.52;0.001830402688591531
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.04;670.07;173.97;174904;1-29,35-37,39-46;666.52;0.005326171757786815
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;75.99;666.95;160.14;175335;1-29,35-36,38-46;666.52;6.45141931224965e-4
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;66.81;666.52;221.2;281307;1-29,35,37-46;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.53;671.5;124.03;150209;1-29,36-46;666.52;0.007471643761627586
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;74.1;668.92;173.22;192143;1-29,35-46;666.52;0.0036007921742783073
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;80.74;678.09;130.58;103801;1-29;666.52;0.01735881894016691
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;71.71;666.52;188.55;179849;1-29,35;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;80.16;671.5;133.24;195419;1-29,36;666.52;0.007471643761627586
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;72.63;666.52;182.43;223697;1-29,37;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.02;9;0;1;0;82.82;674.03;115.83;151035;1-29,38;666.52;0.011267478845345963
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;76.67;672.67;156.92;167307;1-29,39;666.52;0.009227029946588215
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.09;690.38;130.58;76890;1-29,40;666.52;0.0357978755326172
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.03;9;0;1;0;81.5;676.66;125.2;192363;1-29,41;666.52;0.015213346936325972
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;75.42;666.52;163.82;174079;1-29,42;666.52;0
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;81.77;680.39;124.02;123963;1-29,43;666.52;0.020809578107183587
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;77.71;671.5;149.7;185466;1-29,44;666.52;0.007471643761627586
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;83.48;683.42;112.91;119128;1-29,45;666.52;0.025355578227209952
lr110;10R_10V_02I_04M;t1;lr110_t1_10R_10V_02I_04M;600.01;9;0;1;0;69.38;671.5;205.6;251420;1-29,46;666.52;0.007471643761627586
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.49;0;20150;1-29,35-45;659.76;0.026873408512186277
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;675.19;0;14750;1-29,35-44,46;659.76;0.02338729234873297
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;720.66;0;16980;1-29,35-43,45-46;659.76;0.09230629319752634
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;704.24;0;18657;1-29,35-42,44-46;659.76;0.06741845519582881
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;679.02;0;16875;1-29,35-41,43-46;659.76;0.029192433612222613
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.76;0;17971;1-29,35-40,42-46;659.76;0.02728264823572208
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;686.47;0;16514;1-29,35-39,41-46;659.76;0.040484418576452096
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;687.04;0;16835;1-29,35-38,40-46;659.76;0.04134836910391654
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;669.33;0;11234;1-29,35-37,39-46;659.76;0.014505274645325649
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;713.36;0;14750;1-29,35-36,38-46;659.76;0.08124166363526135
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;722.86;0;15323;1-29,35,37-46;659.76;0.09564083909300355
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;659.76;0;16884;1-29,36-46;659.76;0
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;677.49;0;20111;1-29,35-46;659.76;0.026873408512186277
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;719.93;0;8526;1-29;659.76;0.09119983024129981
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;814.33;0;5822;1-29,35;659.76;0.23428216321086465
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;732.34;0;8364;1-29,36;659.76;0.11000970049715054
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.05;9;0;1;0;100;723.35;0;5688;1-29,37;659.76;0.09638353340608712
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;699.45;0;10682;1-29,38;659.76;0.060158239359767274
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.07;9;0;1;0;100;720.63;0;9088;1-29,39;659.76;0.09226082211713352
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;777.99;0;4546;1-29,40;659.76;0.17920152782830123
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.02;9;0;1;0;100;724.03;0;10274;1-29,41;659.76;0.09741421122832543
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.08;9;0;1;0;100;740.49;0;4371;1-29,42;659.76;0.12236267733721357
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.03;9;0;1;0;100;724.95;0;7474;1-29,43;659.76;0.09880865769370689
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;721.69;0;10555;1-29,44;659.76;0.09386746695768168
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.04;9;0;1;0;100;739.89;0;7532;1-29,45;659.76;0.12145325572935613
lr206;08R_08V_02I_03M;t2;lr206_t2_08R_08V_02I_03M;600.06;9;0;1;0;100;721.3;0;8961;1-29,46;659.76;0.09327634291257421
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;196.07;2;1;0;0;0;532.03;532.03;51700;1-29,35-45;532.03;0
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;228.72;2;1;0;0;0;532.03;532.03;63466;1-29,35-44,46;532.03;0
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;205.4;2;1;0;0;0;532.03;532.03;48422;1-29,35-43,45-46;532.03;0
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;207.71;2;1;0;0;0;532.03;532.03;58351;1-29,35-42,44-46;532.03;0
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;252.62;2;1;0;0;0;532.03;532.03;58048;1-29,35-41,43-46;532.03;0
lr209;06R_06V_04I_03M;t2;lr209_t2_06R_06V_04I_03M;403.35;2;1;0;0;0;532.03;532.03;154262;1-29,35-40,42-46;532.03;0
