group;name;type;feasible;n_reqs;n_regions;n_machs;n_vehicles_used;n_machines_used;max_max_load_all_vehicles;min_max_load_all_vehicles;mean_max_load_all_vehicles;min_completion_time;max_completion_time;mean_completion_time;avrg_machines_travel_time_with_vehicle;avrg_machines_travel_time_only_with_vehicle;avrg_machines_travel_time_no_vehicle;avrg_vehicles_waiting_time_for_a_machine_travel;avrg_vehicles_waiting_time_for_a_service
10R_10V_04F_03M;lr201;2;1;10;04;03;30;100;90.3846;82.6923;85.897433;31.788;54.44;45.274;6;4.6667;1.3333;4.3026;17.937
10R_10V_04F_03M;lr202;2;1;10;04;03;30;100;76.3158;42.1053;64.836033;15.764;82.709;42.0443;6.8333;4.6667;2.1667;0;0
10R_10V_04F_03M;lr203;2;1;10;04;03;20;100;97.3684;87.931;92.6497;25.524;73.859;49.6915;4.8333;3.3333;1.5;0;0
10R_10V_04F_03M;lr204;2;1;10;04;03;20;66.6667;84.6154;50;67.3077;42.142;54.653;48.3975;4.75;4;0.75;0;0
10R_10V_04F_03M;lr205;2;1;10;04;03;20;66.6667;96.1538;95.3488;95.7513;36.07;68.806;52.438;4.5;4.5;0;0;2.6771
10R_10V_04F_03M;lr201;2;1;10;04;03;30;100;100;84.6154;91.666667;31.788;56.758;46.036;6;4.6667;1.3333;4.1269;18.9442
10R_10V_04F_03M;lr202;2;1;10;04;03;30;100;96.6667;89.1304;92.367133;27.753;55.56;41.8713;6.5;4.6667;1.8333;0;0
10R_10V_04F_03M;lr203;2;1;10;04;03;20;66.6667;93.75;77.0833;85.41665;24.995;74.567;49.781;6.5;5;1.5;0;0
10R_10V_04F_03M;lr204;2;1;10;04;03;20;66.6667;93.75;59.375;76.5625;29.364;67.509;48.4365;4;4;0;0;0
10R_10V_04F_03M;lr205;2;1;10;04;03;20;66.6667;88.4615;76.9231;82.6923;46.825;58.033;52.429;5.25;4;1.25;0;0
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;76.4706;6.9767;33.64753;43.4286;74.7879;57.7667;25.974;17.316;8.658;0.4114;11.5399
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;68.4211;8.6207;47.416333;34.1196;86.4094;69.1564;19.4746;13.587;5.8877;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;75;34.6154;53.638988;56.4405;97.9206;71.6374;30.754;18.8492;11.9048;0;0.4495
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;73.0769;22.5;44.711114;50.3;98.0348;75.6708;24.4565;17.3913;7.0652;0;0.0353
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;76.4706;4.6512;34.74587;43.2293;71.4586;57.0391;37.594;23.4962;14.0977;0.682;1.583
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;76.4706;8.8235;32.27902;43.4286;74.7879;57.7667;25.974;17.316;8.658;0.4114;11.5399
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;76.3158;8.6207;50.604983;34.1196;86.4094;69.1564;19.4746;13.587;5.8877;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;73.0769;34.6154;51.98475;56.4405;97.9206;71.6374;30.754;18.8492;11.9048;0;0.4495
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;76.9231;25;46.8848;50.3;98.0348;75.6708;24.4565;17.3913;7.0652;0;0.0353
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;76.4706;3.8462;33.9314;43.2293;71.4586;57.0391;37.594;23.4962;14.0977;0.682;1.583
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;60.4651;5.7692;32.92301;43.4286;74.7879;57.7667;25.974;17.316;8.658;0.4114;11.5399
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;60.5263;13.1579;44.240283;34.1196;86.4094;69.1564;19.4746;13.587;5.8877;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;73.0769;23.6842;56.235763;56.4405;97.9206;71.6374;30.754;18.8492;11.9048;0;0.4495
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;76.9231;30;46.774057;50.3;98.0348;75.6708;24.4565;17.3913;7.0652;0;0.0353
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;76.4706;3.8462;34.54226;43.2293;71.4586;57.0391;37.594;23.4962;14.0977;0.682;1.583
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;55.8824;8.8235;31.62791;43.4286;74.7879;57.7667;25.974;17.316;8.658;0.4114;11.5399
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;55.2632;10.4167;39.107583;34.1196;86.4094;69.1564;19.4746;13.587;5.8877;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;92.3077;23.6842;54.1324;56.4405;97.9206;71.6374;30.754;18.8492;11.9048;0;0.4495
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;60.6061;30.303;41.6983;50.3;98.0348;75.6708;24.4565;17.3913;7.0652;0;0.0353
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;50;5.8824;31.40034;43.2293;71.4586;57.0391;37.594;23.4962;14.0977;0.682;1.583
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;76.4706;6.9767;33.87008;43.4286;74.7879;57.7667;25.974;17.316;8.658;0.4114;11.5399
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;68.4211;8.6207;42.138683;34.1196;86.4094;69.1564;19.4746;13.587;5.8877;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;73.0769;28.125;52.554087;56.4405;97.9206;71.6374;30.754;18.8492;11.9048;0;0.4495
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;76.9231;22.5;42.980357;50.3;98.0348;75.6708;24.4565;17.3913;7.0652;0;0.0353
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;60.4651;5.8824;32.06566;43.2293;71.4586;57.0391;37.594;23.4962;14.0977;0.682;1.583
10R_10V_04F_04M;lr201;2;1;10;04;04;30;100;100;84.6154;91.666667;31.984;54.609;45.385;5;3.5;1.5;6.082;18.0269
10R_10V_04F_04M;lr202;2;1;10;04;04;30;100;96.6667;42.1053;75.967467;15.704;80.999;41.449;4.875;3.5;1.375;0;0
10R_10V_04F_04M;lr203;2;1;10;04;04;20;75;87.931;77.0833;82.50715;25.046;73.364;49.205;4.5;3.3333;1.1667;0;0
10R_10V_04F_04M;lr204;2;1;10;04;04;20;100;96.875;59.375;78.125;41.3;54.591;47.9455;2.5;2;0.5;0;0
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;96.1538;94.1176;95.1357;34.926;68.395;51.6605;3.3333;3;0.3333;0;2.6932
10R_10V_04F_04M;lr201;2;1;10;04;04;30;100;100;84.6154;91.666667;31.788;54.44;45.274;5;3.5;1.5;6.1009;18.0417
10R_10V_04F_04M;lr202;2;1;10;04;04;30;100;89.1304;53.3333;68.5024;15.787;80.999;41.3473;4.75;3.5;1.25;0;0
10R_10V_04F_04M;lr203;2;1;10;04;04;20;75;100;77.0833;88.54165;25.046;73.853;49.4495;4.3333;3.3333;1;0;0
10R_10V_04F_04M;lr204;2;1;10;04;04;20;100;96.875;59.375;78.125;41.3;54.591;47.9455;2.5;2;0.5;0;0
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;96.1538;74.4186;85.2862;34.926;68.806;51.866;3.3333;3;0.3333;0;2.6771
10R_10V_04F_04M;lr201;2;1;10;04;04;30;100;100;84.6154;91.666667;31.788;54.44;45.995;5.25;3.5;1.75;10.6285;15.3121
10R_10V_04F_04M;lr202;2;1;10;04;04;30;100;96.6667;53.3333;79.710133;15.787;80.999;41.3823;4.375;3.5;0.875;0;0.1752
10R_10V_04F_04M;lr203;2;1;10;04;04;20;75;97.3684;93.75;95.5592;25.72;73.874;49.797;4.3333;3.3333;1;0;0
10R_10V_04F_04M;lr204;2;1;10;04;04;20;75;86.8421;59.375;73.10855;28.991;66.7;47.8455;3.5;2.6667;0.8333;0;0
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;100;88.4615;94.23075;46.409;57.483;51.946;3.8333;2.3333;1.5;0;0
10R_10V_04F_04M;lr201;2;1;10;04;04;30;100;90.3846;82.6923;85.897433;31.788;54.44;45.274;5;3.5;1.5;6.1009;18.0417
10R_10V_04F_04M;lr202;2;1;10;04;04;30;100;89.1304;34.7826;62.318833;15.787;80.999;41.3527;4.375;3.5;0.875;0;0.1752
10R_10V_04F_04M;lr203;2;1;10;04;04;20;75;97.3684;87.931;92.6497;25.479;73.718;49.5985;4.8333;3.3333;1.5;0;0
10R_10V_04F_04M;lr204;2;1;10;04;04;20;75;84.6154;50;67.3077;41.3;54.653;47.9765;3.3333;2.6667;0.6667;0;0
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;96.1538;74.4186;85.2862;34.926;68.806;51.866;3.3333;3;0.3333;0;2.6771
10R_10V_04F_04M;lr201;2;1;10;04;04;30;100;100;84.6154;91.666667;31.788;56.699;46.0163;4.875;3.5;1.375;4.1312;18.9837
10R_10V_04F_04M;lr202;2;1;10;04;04;30;100;89.1304;53.3333;68.5024;15.787;80.999;41.377;4.75;3.5;1.25;0;0
10R_10V_04F_04M;lr203;2;1;10;04;04;20;75;97.3684;93.75;95.5592;24.805;73.465;49.135;5;3.3333;1.6667;0;0
10R_10V_04F_04M;lr204;2;1;10;04;04;20;75;96.1538;59.375;77.7644;41.3;54.77;48.035;3.3333;2.6667;0.6667;0;0
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;96.1538;74.4186;85.2862;34.926;68.806;51.866;3.3333;3;0.3333;0;2.6771
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;76.4706;16.2791;36.235436;26.2702;89.4879;52.934;19.4892;13.4409;6.0484;0.397;8.9757
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;61.9048;4.7619;38.800162;49.4517;91.1042;67.8041;12.87;9.009;3.861;0.684;10.6072
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;100;82.7586;14.5833;36.375414;47.1174;86.6609;70.7416;12.3188;8.6957;3.6232;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;90.9091;9.0909;48.630529;41.4494;96.0075;65.9807;12.4844;8.7391;3.7453;0;0.9758
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;87.5;18.9655;41.759775;51.0638;90.1574;70.0181;17.7305;11.3475;6.383;0;2.5319
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;76.4706;18.6047;37.544109;26.2702;89.4879;52.934;19.4892;13.4409;6.0484;0.397;8.9757
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;61.9048;4.7619;40.801513;49.4517;91.1042;67.8041;12.87;9.009;3.861;0.684;10.6072
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;100;100;14.5833;40.394071;47.1174;86.6609;70.7416;12.3188;8.6957;3.6232;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;75;9.0909;44.9592;41.4494;96.0075;65.9807;12.4844;8.7391;3.7453;0;0.9758
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;72.4138;18.9655;41.882663;51.0638;90.1574;70.0181;17.7305;11.3475;6.383;0;2.5319
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;50;16.2791;35.555264;26.2702;89.4879;52.934;19.4892;13.4409;6.0484;0.397;8.9757
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;74.1935;3.8462;46.176;49.4517;91.1042;67.8041;12.87;9.009;3.861;0.2126;10.6072
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;100;100;12.069;38.444186;47.1174;86.6609;70.7416;12.3188;8.6957;3.6232;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;75;9.0909;43.088586;41.4494;96.0075;65.9807;12.4844;8.7391;3.7453;0;0.9758
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;72.4138;22.9167;43.964587;51.0638;90.1574;70.0181;17.7305;11.3475;6.383;0;2.5319
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;76.4706;16.2791;38.024118;26.2702;89.4879;52.934;19.4892;13.4409;6.0484;0.397;8.9757
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;69.0476;4.7619;39.638725;49.4517;85.2973;67.8041;12.87;9.009;3.861;0.5427;9.9399
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;100;82.7586;14.5833;36.866914;47.1174;86.6609;70.7416;12.3188;8.6957;3.6232;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;84.8485;7.5;49.714443;41.4494;96.0075;65.9807;12.4844;8.7391;3.7453;0;0.9758
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;87.5;18.9655;42.586875;51.0638;90.1574;70.0181;17.7305;11.3475;6.383;0;2.5319
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;76.4706;16.2791;38.418009;26.2702;89.4879;52.934;19.4892;13.4409;6.0484;0.397;8.9757
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;74.1935;3.2258;44.6639;49.4517;91.1042;67.8041;12.87;9.009;3.861;0.2126;10.6072
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;100;100;15.5172;42.238671;47.1174;86.6609;70.7416;12.3188;8.6957;3.6232;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;76.9231;9.0909;45.419586;41.4494;96.0075;65.9807;12.4844;8.7391;3.7453;0;0.9758
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;87.5;18.9655;46.384425;51.0638;90.1574;70.0181;17.7305;11.3475;6.383;0;2.5319
12R_12V_02F_03M;lr201;2;1;12;02;03;16.6667;100;98.0769;96.1538;97.11535;68.274;72.884;70.579;2;1.3333;0.6667;10.04;12.1143
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;100;93.4783;34.7826;64.13045;23.515;75.69;49.6025;1.1667;1;0.1667;0;0
12R_12V_02F_03M;lr203;2;1;12;02;03;16.6667;66.6667;100;97.3684;98.6842;24.801;75.772;50.2865;2.5;2;0.5;0;3.7794
12R_12V_02F_03M;lr204;2;1;12;02;03;16.6667;100;93.75;92.1053;92.92765;31.397;61.707;46.552;1.5;1.3333;0.1667;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;16.6667;100;91.3793;85.4167;88.398;34.135;69.769;51.952;1.3333;1;0.3333;0;5.3962
12R_12V_02F_03M;lr201;2;1;12;02;03;16.6667;100;98.0769;96.1538;97.11535;68.274;72.884;70.579;2;1.3333;0.6667;10.04;12.1143
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;100;94.7368;34.7826;64.7597;23.515;75.343;49.429;1.1667;1;0.1667;0;0.2986
12R_12V_02F_03M;lr203;2;1;12;02;03;16.6667;66.6667;97.3684;91.6667;94.51755;22.457;75.776;49.1165;3;2;1;0;3.8518
12R_12V_02F_03M;lr204;2;1;12;02;03;16.6667;66.6667;100;73.0769;86.53845;15.639;76.586;46.1125;1.75;1.5;0.25;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;16.6667;100;91.3793;85.4167;88.398;34.135;71.622;52.8785;1.3333;1;0.3333;0;5.3962
12R_12V_02F_03M;lr201;2;1;12;02;03;16.6667;100;98.0769;96.1538;97.11535;68.274;72.884;70.579;2;1.3333;0.6667;10.04;12.1143
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;100;94.7368;34.7826;64.7597;23.515;74.575;49.045;1.1667;1;0.1667;0;0.3017
12R_12V_02F_03M;lr203;2;1;12;02;03;16.6667;100;100;97.3684;98.6842;19.261;81.67;50.4655;1.8333;1.6667;0.1667;0;4.4909
12R_12V_02F_03M;lr204;2;1;12;02;03;16.6667;66.6667;97.3684;90.625;93.9967;37.203;55.837;46.52;1.25;1;0.25;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;16.6667;100;91.3793;68.9655;80.1724;35.22;69.99;52.605;1.3333;1;0.3333;0;8.3347
12R_12V_02F_03M;lr201;2;1;12;02;03;16.6667;100;98.0769;96.1538;97.11535;68.274;72.884;70.579;2;1.3333;0.6667;10.04;12.1143
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;66.6667;94.7368;42.1053;68.42105;23.615;74.519;49.067;1.75;1.5;0.25;0;0.3019
12R_12V_02F_03M;lr203;2;1;12;02;03;16.6667;100;100;50;75;22.661;77.895;50.278;1.5;1.3333;0.1667;0;12.5845
12R_12V_02F_03M;lr204;2;1;12;02;03;16.6667;66.6667;97.3684;93.75;95.5592;37.203;55.35;46.2765;1.25;1;0.25;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;16.6667;100;98.2759;83.3333;90.8046;35.22;69.131;52.1755;1.3333;1;0.3333;0;5.23
12R_12V_02F_03M;lr201;2;1;12;02;03;16.6667;100;98.0769;96.1538;97.11535;68.274;72.884;70.579;2;1.3333;0.6667;10.04;12.1143
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;100;94.7368;53.3333;74.03505;23.515;74.575;49.045;1.1667;1;0.1667;0;0.3017
12R_12V_02F_03M;lr203;2;1;12;02;03;16.6667;66.6667;100;77.0833;88.54165;24.801;74.911;49.856;2;1.5;0.5;0;3.4878
12R_12V_02F_03M;lr204;2;1;12;02;03;16.6667;100;97.3684;71.875;84.6217;38.071;55.469;46.77;1;0.6667;0.3333;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;16.6667;100;98.2759;85.4167;91.8463;48.957;57.382;53.1695;1.8333;1.3333;0.5;0;0
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;76.4706;17.3077;37.856218;26.2702;89.4153;52.7031;15.625;10.0806;5.5444;0.2948;9.7286
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;73.8095;3.8462;42.529625;48.5444;91.1042;67.4575;9.6525;6.7568;2.8958;0.684;10.6426
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;82.7586;18.4211;40.237443;46.4609;86.6609;69.9665;12.3188;8.6957;3.6232;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;84.8485;11.5385;44.137529;41.4494;93.8652;65.4452;12.4844;8.7391;3.7453;0;0.9022
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;18.9655;42.473438;48.9319;90.1574;69.2495;12.234;8.5106;3.7234;0;2.2783
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;76.4706;18.6047;38.073618;26.2702;89.4153;52.7031;15.625;10.0806;5.5444;0.2948;9.7286
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;73.8095;3.8462;41.490175;48.5444;91.1042;67.4575;9.6525;6.7568;2.8958;0.684;10.6426
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;100;18.4211;40.237443;46.4609;86.6609;69.9665;12.3188;8.6957;3.6232;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;90.9091;7.5;47.558271;41.4494;93.8652;65.4452;12.4844;8.7391;3.7453;0;0.9022
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;18.9655;42.473438;48.9319;90.1574;69.2495;12.234;8.5106;3.7234;0;2.2783
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;76.4706;16.2791;37.634518;26.2702;89.4153;52.7031;15.625;10.0806;5.5444;0.2948;9.7286
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;73.8095;3.8462;44.230025;48.5444;91.1042;67.4575;9.6525;6.7568;2.8958;0.684;10.6426
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;100;14.5833;42.700471;46.4609;86.6609;69.9665;12.3188;8.6957;3.6232;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;75;9.0909;43.974343;41.4494;93.8652;65.4452;12.4844;8.7391;3.7453;0;0.9022
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;18.9655;42.473438;48.9319;90.1574;69.2495;12.234;8.5106;3.7234;0;2.2783
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;60.4651;16.2791;36.739109;26.2702;89.4153;52.7031;15.625;10.0806;5.5444;0.2948;9.7286
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;73.8095;3.2258;41.291125;48.5444;85.2973;67.4575;9.6525;6.7568;2.8958;0.5428;9.9746
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;100;12.069;42.497943;46.4609;86.6609;69.9665;12.3188;8.6957;3.6232;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;75;11.5385;41.486014;41.4494;93.8652;65.4452;12.4844;8.7391;3.7453;0;0.9022
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;18.9655;42.473438;48.9319;90.1574;69.2495;12.234;8.5106;3.7234;0;2.2783
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;55.8824;16.2791;35.723164;26.2702;89.4153;52.7031;15.625;10.0806;5.5444;0.2948;9.7286
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;59.6154;4.7619;39.330025;48.5444;91.1042;67.4575;9.6525;6.7568;2.8958;0.684;10.6426
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;82.7586;14.5833;38.190286;46.4609;86.6609;69.9665;12.3188;8.6957;3.6232;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;75;7.5;46.078086;41.4494;93.8652;65.4452;12.4844;8.7391;3.7453;0;0.9022
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;18.9655;42.473438;48.9319;90.1574;69.2495;12.234;8.5106;3.7234;0;2.2783
12R_12V_02F_04M;lr201;2;1;12;02;04;16.6667;75;98.0769;96.1538;97.11535;68.234;72.884;70.559;2;1.3333;0.6667;10.1046;12.1778
12R_12V_02F_04M;lr202;2;1;12;02;04;16.6667;75;93.4783;34.7826;64.13045;23.435;75.69;49.5625;1.1667;1;0.1667;0;0
12R_12V_02F_04M;lr203;2;1;12;02;04;16.6667;50;93.75;81.5789;87.66445;24.09;75.636;49.863;3.5;2.5;1;0;0
12R_12V_02F_04M;lr204;2;1;12;02;04;16.6667;50;81.5789;73.0769;77.3279;15.639;77.679;46.659;1.75;1.5;0.25;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;98.2759;91.3793;94.8276;43.582;60.582;52.082;1.1667;1;0.1667;0;3.0405
12R_12V_02F_04M;lr201;2;1;12;02;04;16.6667;75;98.0769;96.1538;97.11535;68.234;72.884;70.559;2;1.3333;0.6667;10.1046;12.1778
12R_12V_02F_04M;lr202;2;1;12;02;04;16.6667;75;94.7368;34.7826;64.7597;23.435;75.343;49.389;1.1667;1;0.1667;0;0.2986
12R_12V_02F_04M;lr203;2;1;12;02;04;16.6667;50;97.3684;91.6667;94.51755;22.457;75.556;49.0065;3;2;1;0;3.8518
12R_12V_02F_04M;lr204;2;1;12;02;04;16.6667;50;100;73.0769;86.53845;15.639;76.418;46.0285;1.75;1.5;0.25;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;91.3793;68.9655;80.1724;34.129;69.512;51.8205;1;1;0;0;5.3972
12R_12V_02F_04M;lr201;2;1;12;02;04;16.6667;75;98.0769;96.1538;97.11535;68.234;72.884;70.559;2;1.3333;0.6667;10.1046;12.1778
12R_12V_02F_04M;lr202;2;1;12;02;04;16.6667;75;93.4783;42.1053;67.7918;23.435;74.774;49.1045;1.1667;1;0.1667;0;0
12R_12V_02F_04M;lr203;2;1;12;02;04;16.6667;50;100;77.0833;88.54165;22.457;77.423;49.94;2.5;2;0.5;0;6.0462
12R_12V_02F_04M;lr204;2;1;12;02;04;16.6667;75;97.3684;90.625;93.9967;37.177;55.725;46.451;1;0.6667;0.3333;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;98.2759;83.3333;90.8046;34.129;68.733;51.431;1;1;0;0;5.3972
12R_12V_02F_04M;lr201;2;1;12;02;04;16.6667;75;98.0769;96.1538;97.11535;68.234;72.884;70.559;2;1.3333;0.6667;10.1046;12.1778
12R_12V_02F_04M;lr202;2;1;12;02;04;16.6667;75;94.7368;42.1053;68.42105;23.515;74.519;49.017;1.1667;1;0.1667;0;0.3019
12R_12V_02F_04M;lr203;2;1;12;02;04;16.6667;50;100;97.3684;98.6842;22.457;77.216;49.8365;2.5;2;0.5;0;3.8518
12R_12V_02F_04M;lr204;2;1;12;02;04;16.6667;75;97.3684;93.75;95.5592;37.177;55.295;46.236;1;0.6667;0.3333;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;91.3793;89.5833;90.4813;34.647;69.465;52.056;1;1;0;0;5.3165
12R_12V_02F_04M;lr201;2;1;12;02;04;16.6667;75;98.0769;96.1538;97.11535;68.234;72.884;70.559;2;1.3333;0.6667;10.1046;12.1778
12R_12V_02F_04M;lr202;2;1;12;02;04;16.6667;75;94.7368;53.3333;74.03505;23.435;74.575;49.005;1.1667;1;0.1667;0;0.3017
12R_12V_02F_04M;lr203;2;1;12;02;04;16.6667;50;100;97.3684;98.6842;22.457;76.586;49.5215;3.5;2.5;1;0;3.8518
12R_12V_02F_04M;lr204;2;1;12;02;04;16.6667;75;97.3684;71.875;84.6217;38.033;55.357;46.695;1;0.6667;0.3333;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;100;91.3793;95.68965;42.971;60.934;51.9525;1.5;1;0.5;0;0
12R_12V_04F_03M;lr101;1;1;12;04;03;91.6667;100;76.4706;13.4615;37.033982;24.3097;83.5261;56.0326;56.592;33.5821;23.01;2.495;4.1738
12R_12V_04F_03M;lr102;1;1;12;04;03;83.3333;100;69.0476;3.2258;37.01082;37.3498;85.5513;63.0882;54.4994;32.9531;21.5463;0.3057;6.4674
12R_12V_04F_03M;lr103;1;1;12;04;03;66.6667;100;100;15.5172;46.011025;60.0391;97.9652;79.3908;43.4783;27.5362;15.942;0;0.2323
12R_12V_04F_03M;lr104;1;1;12;04;03;75;100;76.9231;5;37.322589;31.3143;99.8929;59.3504;42.8571;25;17.8571;0;0.3458
12R_12V_04F_03M;lr105;1;1;12;04;03;91.6667;100;50;4.1667;31.261691;43.0996;78.5817;62.5889;55.7769;33.2005;22.5764;0.6298;1.7288
12R_12V_04F_03M;lr101;1;1;12;04;03;91.6667;100;76.4706;20.5882;36.371045;24.3097;83.5261;56.0902;56.592;33.5821;23.01;2.2285;4.4043
12R_12V_04F_03M;lr102;1;1;12;04;03;83.3333;100;61.9048;3.2258;36.82323;37.3498;87.6844;62.573;53.2319;32.9531;20.2788;0.1037;5.7562
12R_12V_04F_03M;lr103;1;1;12;04;03;66.6667;100;100;15.5172;47.0957;60.0391;97.9652;79.3527;43.4783;27.5362;15.942;0;0.3143
12R_12V_04F_03M;lr104;1;1;12;04;03;75;100;75.7576;5;41.372689;31.3143;86.3357;59.4913;45.2381;25;20.2381;0.4632;0.0237
12R_12V_04F_03M;lr105;1;1;12;04;03;91.6667;100;76.3158;3.4483;33.238127;43.0996;78.5817;62.5889;55.7769;33.2005;22.5764;0.6298;1.7288
12R_12V_04F_03M;lr101;1;1;12;04;03;91.6667;100;76.4706;18.6047;36.6487;24.3097;83.5261;56.0326;56.592;33.5821;23.01;2.495;4.1738
12R_12V_04F_03M;lr102;1;1;12;04;03;83.3333;100;69.0476;3.2258;37.51448;38.749;87.346;62.719;53.2319;32.9531;20.2788;0.8475;5.7528
12R_12V_04F_03M;lr103;1;1;12;04;03;66.6667;100;82.7586;15.5172;46.275688;60.0391;97.9652;79.3728;43.4783;27.5362;15.942;0;0.3359
